,Gender,MaritalStatus,Travelling,Vertical,Education,Role,OverTime,Age,Turnover,Qualifications,Satisfaction,Engagement,Level,Daily,Hour,Monthly,MonthlyRate,Work Experience,SalaryHike,Last Rating,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
942,0,1,0,2,1,3,0,55,0,3,1,3,4,729,84,18929,15549,2,13,3,2,3,2,2,2,2,4
943,0,2,0,1,5,2,1,29,1,3,1,2,1,262,98,2538,6051,5,15,3,3,2,5,2,0,2,15
944,0,2,0,1,3,6,0,34,0,3,4,3,1,132,100,3280,13932,6,19,3,3,2,1,0,0,0,8
945,0,1,2,1,3,5,1,58,0,5,4,2,4,675,57,16205,8578,3,16,3,2,3,3,3,3,3,2
946,0,1,2,1,5,6,1,29,1,2,1,2,1,603,81,3417,17344,8,14,3,3,4,5,1,0,4,1
947,1,1,2,1,3,5,0,45,0,1,4,2,3,1495,36,17357,17732,4,12,3,3,3,4,2,2,0,3
948,1,0,0,2,1,5,0,37,0,1,4,1,4,228,52,15308,25674,1,11,3,2,3,1,1,1,1,4
949,1,1,2,2,1,8,1,25,1,1,2,3,1,581,82,2888,16100,5,23,4,2,3,1,0,0,0,24
950,0,1,2,1,3,6,0,53,0,4,4,2,1,1127,53,2991,5595,8,14,3,3,2,2,2,2,1,1
951,0,2,2,2,2,7,0,31,0,2,2,3,2,933,58,4215,9330,1,16,3,2,3,1,1,1,1,14
952,1,2,0,0,4,7,1,37,1,3,4,2,3,909,30,9717,16395,3,12,3,2,3,3,3,0,3,7
953,0,2,2,1,3,3,0,40,0,2,3,3,4,839,89,19697,7330,2,12,3,3,3,1,0,0,0,2
954,0,1,2,1,3,6,0,24,0,3,1,3,1,422,96,3837,2227,1,16,3,5,3,1,1,0,1,11
955,1,1,2,2,4,7,1,44,0,4,4,3,2,1295,74,6871,14723,4,21,4,3,3,4,3,0,0,2
956,0,2,2,2,2,7,0,20,1,3,4,2,2,204,45,6046,18033,1,12,3,2,4,1,1,1,1,29
957,0,1,2,1,3,0,0,33,0,3,4,3,2,1141,95,1102,24575,1,19,3,3,3,1,1,1,1,1
958,0,2,0,1,1,4,1,39,0,3,4,2,3,519,39,5804,21294,1,14,3,2,2,1,1,1,1,24
959,1,1,2,1,3,6,1,50,0,2,1,3,4,327,71,10341,19352,2,16,3,4,3,2,2,0,2,8
960,0,2,2,2,2,8,1,35,1,1,3,3,1,268,75,2651,23497,5,14,3,2,2,2,2,2,2,2
961,0,2,1,1,1,2,0,25,0,2,2,2,1,1473,49,2820,4316,0,13,3,0,3,0,0,0,0,9
962,0,1,0,1,3,3,0,34,0,3,3,3,4,498,38,13484,17362,3,11,3,2,3,3,3,3,3,20
963,1,0,2,1,3,0,1,33,0,4,3,3,3,535,90,7437,12436,0,11,3,2,3,0,0,0,0,16
964,0,2,2,2,1,3,0,42,0,1,2,3,5,474,50,19699,26897,3,11,3,3,4,3,3,2,3,13
965,0,2,1,1,4,0,0,56,0,3,4,1,3,1327,39,10703,3059,6,15,3,2,3,3,0,0,2,8
966,1,2,2,2,4,7,1,28,1,3,4,2,2,640,30,6013,2925,0,12,3,3,4,0,0,0,0,4
967,0,1,2,1,1,2,0,37,0,3,3,2,1,944,70,2113,7243,4,11,3,2,3,0,0,0,0,8
968,0,0,1,1,1,4,1,35,0,2,3,3,2,642,45,4595,19391,3,18,3,3,3,3,3,3,3,3
969,0,0,2,1,1,2,0,33,0,3,1,3,2,1222,80,5071,18903,1,23,4,3,3,1,1,0,1,10
970,0,1,2,2,2,7,0,43,0,2,2,3,3,459,54,10386,14853,7,12,3,2,3,1,0,0,0,7
971,0,1,2,1,1,3,1,42,0,4,3,3,5,1483,95,19270,14731,3,14,3,2,3,3,3,3,3,1
972,0,1,0,2,5,8,0,26,0,1,2,2,1,475,60,3968,4392,1,21,4,2,4,1,1,0,1,2
973,0,2,2,2,2,8,0,29,1,1,1,3,1,578,91,2973,15412,1,16,3,3,3,1,1,1,0,4
974,0,2,1,1,3,4,0,51,1,4,4,4,3,1309,80,13680,20930,4,22,4,2,4,4,1,1,0,11
975,0,2,2,2,2,7,0,42,0,1,2,3,3,934,56,8269,12615,7,16,3,3,3,2,1,1,2,16
976,1,1,2,1,1,5,1,46,0,2,4,3,4,547,33,19021,24905,4,16,3,1,3,4,0,0,0,14
977,1,1,2,1,3,0,1,27,0,3,2,3,2,1358,45,4777,14912,6,12,3,4,4,2,2,2,2,5
978,1,0,2,1,1,5,1,39,0,3,3,3,3,1490,92,10561,21396,0,21,4,6,3,0,0,0,0,9
979,0,0,2,1,5,5,0,55,0,3,4,1,4,1371,38,13409,18576,8,22,4,2,3,8,8,1,4,2
980,0,1,2,2,2,7,0,39,0,3,2,3,2,1376,54,8595,12177,2,12,3,2,3,2,2,1,2,10
981,0,2,2,2,5,7,0,43,0,2,1,2,2,947,53,6698,18817,1,14,3,0,3,1,0,0,0,1
982,1,0,2,1,3,2,0,31,0,2,1,3,1,1132,80,6126,17719,3,11,3,6,4,3,2,2,2,1
983,1,2,2,1,3,2,0,31,0,3,3,3,1,630,37,3177,22916,0,14,3,2,3,0,0,0,0,10
984,0,1,2,1,3,6,0,25,0,1,2,2,1,816,67,2070,6112,1,12,3,2,3,1,1,0,1,25
985,0,1,2,1,1,6,0,58,1,3,4,3,1,530,72,4064,15400,3,21,4,2,2,3,0,0,3,9
986,1,0,2,1,3,6,0,39,0,3,3,4,2,820,78,5020,18458,1,13,3,2,3,1,1,1,1,3
987,1,2,2,1,5,6,1,21,1,3,3,1,1,881,78,2991,23451,4,25,4,1,3,2,2,1,2,13
988,1,1,2,1,3,0,0,35,0,4,3,4,2,473,95,4578,23951,0,22,4,2,3,0,0,0,0,8
989,0,1,2,1,3,4,0,49,0,5,4,3,2,227,49,5605,2243,1,23,4,2,3,1,1,1,1,7
990,0,2,2,1,3,2,1,26,1,2,4,4,1,446,32,3716,20755,1,12,3,6,3,1,1,1,1,15
991,0,0,2,2,3,7,0,28,0,3,4,3,2,1342,32,5946,26897,8,14,3,5,3,3,2,0,2,1
992,0,2,2,1,4,2,0,50,1,3,4,3,1,111,53,2999,15809,1,11,3,5,2,0,0,0,0,1
993,0,1,2,1,3,6,0,35,0,2,1,4,1,1239,37,1118,5577,2,13,3,3,3,1,0,0,0,8
994,0,0,2,2,1,7,1,38,0,2,2,2,2,1291,85,6300,18331,2,12,3,3,4,1,0,0,0,8
995,0,1,2,1,3,0,1,36,0,4,3,2,3,111,96,1129,22792,6,19,3,3,3,5,4,0,3,3
996,0,0,2,1,5,2,1,30,1,4,3,3,1,451,90,3146,17751,7,11,3,2,4,2,2,2,2,2
997,0,0,2,1,1,5,0,57,0,1,3,2,4,235,31,13456,17169,0,13,3,3,3,0,0,0,0,17
998,0,2,1,1,5,5,1,34,0,3,3,1,3,796,62,13177,23656,0,23,4,5,4,0,0,0,0,1
999,0,0,0,2,5,7,0,38,0,3,3,3,2,973,70,5991,15073,1,13,3,3,3,1,1,1,1,4
1000,0,1,0,2,1,7,1,37,0,3,4,3,2,1495,76,8029,14500,0,22,4,3,3,0,0,0,0,6
1001,1,1,1,1,3,4,0,37,0,4,2,2,2,1443,73,1129,10617,7,14,3,2,4,7,7,3,7,8
1002,0,2,0,1,1,2,0,40,1,4,2,3,2,215,46,8223,7967,5,22,4,5,3,5,0,0,5,28
1003,1,0,2,1,3,5,0,40,0,4,4,3,3,281,83,17410,19128,1,11,3,3,4,1,1,0,1,4
1004,0,2,2,2,2,7,0,35,0,4,3,3,3,806,41,6059,16087,8,12,3,3,3,8,8,5,8,8
1005,0,2,2,2,2,7,1,48,0,2,4,3,2,257,42,4798,12120,3,16,3,3,1,2,2,2,3,9
1006,0,1,1,2,2,7,0,34,0,1,3,3,3,203,55,10472,14197,1,12,3,2,1,1,1,1,1,7
1007,0,1,0,1,5,4,0,44,0,4,1,3,2,491,36,4342,9540,9,16,3,2,3,7,2,0,5,13
1008,1,1,2,0,2,7,1,41,0,3,4,2,2,111,31,5350,17731,3,21,4,3,2,3,2,2,2,21
1009,0,0,2,1,1,6,0,27,0,4,1,3,1,519,48,3087,13093,4,17,3,5,2,0,0,0,2,1
1010,0,2,2,1,3,0,1,40,0,3,4,3,3,240,69,10154,7505,7,11,3,2,3,7,6,4,7,2
1011,1,1,1,2,2,7,0,30,0,1,3,3,2,1111,90,9158,17519,1,14,3,3,3,1,1,1,1,8
1012,0,2,2,1,1,6,0,53,0,1,1,2,1,580,88,3604,26894,7,20,4,5,4,5,2,0,4,3
1013,1,1,2,1,5,2,1,30,0,5,4,3,1,1475,52,2341,22977,1,12,3,2,3,1,1,1,1,22
1014,0,0,2,2,2,7,0,35,0,1,1,3,2,319,36,5704,4292,4,18,3,1,4,2,2,2,3,1
1015,1,2,2,2,2,7,1,28,0,2,4,2,2,548,46,5297,6513,0,14,3,4,2,0,0,0,0,8
1016,1,2,2,1,4,6,0,41,0,4,4,3,1,481,74,3978,26862,0,11,3,3,3,0,0,0,0,1
1017,1,1,2,1,3,6,0,54,0,2,3,3,1,958,44,2785,15220,3,11,3,2,3,3,3,0,3,1
1018,0,0,2,1,3,6,0,30,0,2,2,2,1,141,62,3056,21152,1,18,3,4,4,1,1,1,1,2
1019,0,0,2,1,3,3,0,56,1,3,2,2,4,912,51,18862,6389,5,14,3,2,3,5,5,5,5,13
1020,1,1,0,1,1,0,0,39,0,4,4,3,2,1283,95,4225,14265,0,12,3,0,3,0,0,0,0,2
1021,1,0,2,1,1,2,1,34,0,3,4,1,1,241,58,2530,9965,1,13,3,2,3,1,1,1,1,1
1022,1,0,2,1,3,6,0,21,0,3,4,3,2,1011,74,4075,4309,1,14,3,2,2,1,1,1,1,6
1023,0,2,0,1,1,2,0,29,0,1,4,3,1,1046,30,3514,20495,1,15,3,1,3,1,1,1,1,1
1024,1,0,2,1,1,2,0,38,0,3,1,3,1,1320,31,2301,13786,7,14,3,2,3,7,4,1,0,6
1025,0,0,2,1,3,3,1,41,0,3,1,4,3,613,55,19847,25593,5,11,3,3,2,5,3,1,2,5
1026,0,1,0,0,1,5,0,31,0,3,1,3,2,475,96,5348,17661,7,12,3,2,2,5,2,1,2,10
1027,0,1,2,2,4,7,0,35,0,4,2,3,2,540,86,7532,10176,1,12,3,4,3,1,1,0,1,4
1028,1,2,2,2,3,7,0,58,0,3,4,2,2,115,42,5205,11784,0,11,3,2,2,0,0,0,0,13
1029,1,2,0,1,1,6,0,22,0,3,3,3,1,791,59,2223,23755,1,16,3,1,2,1,1,0,1,1
1030,0,0,0,1,1,6,0,29,0,2,3,3,2,1146,31,4888,6552,1,12,3,4,3,1,1,1,1,21
1031,1,0,2,2,2,3,0,41,0,4,3,3,4,590,58,13274,12435,4,11,3,6,4,4,4,4,4,2
1032,0,1,0,1,3,2,1,34,0,3,4,3,1,243,41,3762,17030,0,18,3,1,3,0,0,0,0,14
1033,0,1,2,1,5,6,0,34,0,4,3,3,1,739,77,2073,11086,1,14,3,3,2,1,1,0,1,4
1034,0,0,2,1,3,0,1,40,0,2,4,2,2,561,77,6838,18312,2,12,3,6,3,1,0,0,0,2
1035,0,1,2,1,1,6,0,34,0,3,4,4,1,1441,90,2007,2641,2,18,3,3,3,2,2,1,2,2
1036,0,1,2,2,2,7,1,36,0,4,3,2,3,1492,66,8805,4007,3,22,4,2,4,1,0,0,0,3
1037,0,2,2,2,1,7,1,23,0,3,3,2,2,183,47,5637,18377,1,15,3,0,3,1,1,0,1,24
1038,0,2,0,2,4,7,1,46,1,2,4,4,2,1306,52,4596,12290,3,14,3,3,3,3,3,3,3,1
1039,0,1,2,1,1,6,0,30,0,3,3,4,2,1189,68,3980,6637,1,21,4,2,3,1,1,0,1,9
1040,0,1,2,1,5,0,0,40,0,3,2,3,3,1232,30,8646,25449,8,13,3,6,3,8,4,0,7,22
1041,0,1,2,1,1,5,0,41,0,3,4,3,4,629,87,16666,21254,1,24,4,3,2,1,1,1,1,14
1042,0,1,0,1,1,1,1,25,0,1,1,2,3,286,86,1682,26069,1,12,3,2,4,1,1,1,1,20
1043,0,1,1,1,5,2,1,45,1,4,3,1,1,1381,75,2393,21164,5,19,3,3,3,2,2,2,2,12
1044,0,0,2,2,3,7,0,40,0,3,2,2,2,1306,39,5178,4579,8,14,3,1,3,3,2,1,2,21
1045,1,1,1,2,1,7,0,44,0,4,3,3,2,417,64,8775,3250,3,14,3,3,2,3,2,1,2,8
1046,0,0,0,1,4,0,0,35,0,1,1,2,2,706,98,8032,2198,1,14,3,2,3,1,1,0,1,14
1047,0,2,2,0,4,7,0,42,0,2,3,2,2,774,77,5421,16565,3,19,3,3,3,3,3,2,0,8
1048,1,2,0,1,1,2,1,20,0,2,2,3,1,557,67,2691,12316,0,13,3,2,3,0,0,0,0,7
1049,0,2,2,2,2,8,1,40,0,4,1,3,1,1030,57,2590,22038,1,17,3,3,2,1,1,0,0,2
1050,1,2,2,2,5,7,0,47,0,4,3,2,2,587,88,5722,13962,3,22,4,2,1,3,2,2,2,1
1051,1,0,2,1,3,4,0,30,0,4,3,3,3,291,66,10047,7369,5,16,3,5,3,5,5,3,5,12
1052,0,2,2,2,2,1,0,39,1,3,3,4,1,1130,71,2332,16390,0,17,3,2,3,0,0,0,0,1
1053,1,0,0,2,2,7,0,35,0,2,1,2,2,423,64,5422,12149,4,14,3,2,3,2,2,2,2,1
1054,0,2,2,1,3,6,0,31,1,3,1,3,1,831,66,2686,7004,2,18,3,2,2,1,0,0,0,10
1055,0,1,2,1,1,2,0,24,1,2,2,3,1,415,55,3474,17804,0,13,3,2,3,0,0,0,0,13
1056,1,1,2,2,2,7,0,31,0,4,2,3,2,626,70,6445,21788,9,12,3,2,2,6,2,0,4,2
1057,0,0,2,1,0,2,1,26,1,1,1,2,1,1171,43,3823,17018,1,14,3,2,2,1,1,0,1,2
1058,1,2,0,1,1,4,1,36,1,2,3,3,3,499,38,6920,17174,2,11,3,2,4,2,0,0,2,2
1059,0,1,2,1,1,6,1,31,0,1,3,3,1,1239,75,2148,18035,9,11,3,5,3,7,0,0,4,1
1060,0,2,0,2,2,8,0,41,1,2,1,3,1,343,100,2918,5928,1,13,3,3,3,1,0,0,0,4
1061,1,1,2,2,5,8,0,27,0,2,3,2,1,146,72,2907,24257,1,12,3,2,4,1,1,0,1,16
1062,0,1,2,1,3,0,0,44,1,2,1,2,2,593,45,5655,22125,1,15,3,2,2,1,1,1,1,18
1063,1,1,2,1,3,5,0,31,0,2,4,3,5,107,86,10248,10522,2,15,3,1,3,2,2,2,2,2
1064,0,1,2,1,3,0,1,52,0,3,1,3,2,1490,89,5272,9733,2,12,3,2,2,2,2,2,2,7
1065,0,1,2,2,1,3,0,50,0,2,2,3,4,1492,75,16872,13466,3,16,3,5,2,3,0,0,0,19
1066,0,1,2,2,5,7,0,41,0,3,3,3,3,107,60,13133,12144,4,12,3,5,2,4,2,1,1,16
1067,0,2,0,1,3,2,0,25,0,2,1,2,1,1266,35,4467,19739,1,23,4,2,3,1,1,1,1,24
1068,0,1,2,1,4,0,1,41,0,4,3,3,2,897,50,4943,10988,8,16,3,2,2,1,0,0,0,2
1069,1,2,1,1,1,6,0,27,0,3,2,3,1,502,75,4225,18879,1,14,3,2,3,1,1,0,1,18
1070,0,1,0,1,3,4,1,37,0,2,3,2,3,1409,60,11045,2125,1,12,3,2,3,1,1,1,1,5
1071,0,1,2,1,4,0,0,42,0,3,4,2,3,1173,56,9727,7110,2,11,3,3,3,2,2,1,2,2
1072,0,0,2,2,1,3,0,50,0,3,1,3,4,1040,40,19717,14994,0,23,4,2,3,0,0,0,0,2
1073,0,1,2,2,5,7,0,48,0,4,1,4,2,808,88,4222,13470,4,16,3,3,1,3,1,1,2,1
1074,0,1,2,0,3,0,1,32,0,2,4,3,3,1188,38,10886,12017,6,11,3,1,4,6,6,2,6,7
1075,0,0,2,1,3,6,0,41,0,3,4,3,1,530,81,2903,26208,4,19,3,5,3,4,0,0,2,2
1076,1,2,2,0,5,3,0,41,0,3,1,3,5,508,70,19565,2181,6,14,3,3,4,2,1,1,4,9
1077,1,1,2,1,1,4,0,36,0,3,4,3,3,314,85,8612,5933,2,15,3,2,3,2,2,1,2,15
1078,1,1,2,1,5,2,0,39,0,2,3,4,1,1302,58,2666,15125,0,12,3,4,3,0,0,0,0,7
1079,0,2,2,1,1,5,0,58,0,1,4,3,5,1212,57,11224,26862,1,13,3,0,3,1,1,1,0,13
1080,0,0,2,1,1,6,0,50,0,3,1,3,2,1085,98,4988,15936,0,13,3,2,3,0,0,0,0,14
1081,1,1,2,2,1,3,0,49,0,2,1,2,2,148,99,13860,12214,2,15,3,2,4,2,2,0,2,24
1082,0,2,2,1,1,2,0,37,0,3,4,3,1,1319,31,3822,6228,0,14,3,3,3,0,0,0,0,4
1083,0,1,2,1,1,0,0,46,0,4,3,2,2,927,57,4876,7483,8,12,3,5,3,7,7,7,1,6
1084,1,1,2,1,5,2,0,27,1,3,3,3,1,333,59,2533,4137,1,20,4,3,3,1,1,0,1,2
1085,0,1,2,1,1,0,0,31,0,3,4,2,2,587,59,5378,21938,1,13,3,2,4,1,1,1,1,10
1086,0,1,2,1,1,2,0,28,0,3,3,4,1,224,60,2374,14229,0,21,4,2,4,0,0,0,0,18
1087,0,1,2,1,1,4,0,37,0,3,4,4,2,1288,78,9149,2888,1,13,3,6,3,1,1,1,1,24
1088,0,0,0,1,3,6,0,29,0,3,4,2,1,1490,32,3400,17542,1,23,4,5,2,1,1,0,1,2
1089,0,0,0,1,5,5,1,42,0,4,3,3,4,989,38,19690,23374,1,12,3,3,3,1,1,0,0,21
1090,0,1,2,1,3,4,0,43,0,1,1,3,2,581,68,3403,4104,2,23,4,2,3,2,2,1,2,8
1091,0,2,0,1,4,2,0,20,0,1,2,3,1,1238,44,2303,4072,0,20,4,2,3,0,0,0,0,10
1092,0,1,2,2,2,7,0,53,0,1,1,2,5,160,32,10879,9509,0,11,3,2,3,0,0,0,0,16
1093,1,1,2,1,1,4,1,34,0,4,3,3,3,125,97,6411,5463,3,21,4,2,3,3,3,0,2,6
1094,1,1,2,1,5,6,0,28,0,4,1,1,1,422,87,2147,21104,0,21,4,3,2,0,0,0,0,8
1095,1,1,2,1,1,5,1,36,0,3,4,3,3,667,82,19251,13242,0,16,3,3,3,0,0,0,0,5
1096,1,0,2,2,1,8,0,26,0,3,2,2,1,1356,55,2277,18252,7,19,3,3,3,4,1,0,0,1
1097,0,0,0,2,3,3,0,50,0,2,4,3,5,243,53,19196,24988,3,12,3,2,3,3,0,0,0,2
1098,1,2,0,1,1,2,0,26,0,1,4,2,1,1291,97,4970,15631,1,13,3,2,2,1,1,0,0,1
1099,0,2,2,2,1,1,0,24,0,3,4,3,1,401,91,1876,24385,1,12,3,2,4,1,1,1,1,9
1100,0,1,2,1,3,6,0,28,0,4,2,3,1,552,99,1102,15508,1,11,3,2,2,1,1,1,1,4
1101,1,2,2,1,1,6,1,25,1,3,1,3,1,893,64,2193,26933,1,11,3,6,4,1,1,1,1,10
1102,0,1,2,1,3,5,1,41,0,4,2,3,5,1113,41,19827,6171,2,13,3,2,3,2,2,2,2,3
1103,1,2,2,1,5,5,0,51,0,2,3,2,4,109,36,18350,25055,5,16,3,2,2,5,5,1,5,1
1104,1,0,2,2,4,7,1,38,0,3,4,4,2,1385,59,4499,15153,5,14,3,0,3,5,2,0,2,2
1105,1,2,2,0,3,6,0,35,0,4,3,2,1,560,45,2528,15342,2,18,3,6,2,2,2,0,2,1
1106,0,2,0,2,1,7,1,32,0,4,4,2,2,999,94,4439,18633,1,19,3,2,3,1,1,0,1,6
1107,0,1,2,1,1,6,0,32,1,2,3,3,1,659,85,3319,20012,1,13,3,3,2,0,0,0,0,4
1108,0,1,2,2,5,8,0,40,1,2,3,2,1,1495,59,2499,2125,3,14,3,2,3,1,0,0,0,27
1109,1,2,2,1,1,2,0,22,1,3,1,3,1,490,71,2188,18118,1,18,3,5,3,1,1,1,1,7
1110,1,2,2,1,3,4,0,58,0,4,2,3,3,1416,89,15444,6902,0,18,3,2,3,0,0,0,0,1
1111,0,0,2,2,2,7,0,37,0,4,4,3,2,1495,77,4044,11669,1,15,3,3,2,1,1,0,1,14
1112,1,0,0,2,1,7,1,54,0,2,4,3,3,210,47,16235,3806,2,11,3,3,3,2,2,2,2,8
1113,0,2,1,1,1,2,0,41,0,4,4,1,2,444,76,4909,10949,4,22,4,2,2,2,0,0,2,1
1114,0,1,2,1,3,6,0,27,0,4,1,3,1,1061,74,2391,6989,1,14,3,6,2,1,1,0,1,6
1115,1,2,0,1,3,5,0,43,0,3,2,4,5,320,92,19345,26897,4,20,4,0,3,4,0,0,0,3
1116,0,1,2,1,4,0,1,50,0,3,2,1,3,1340,97,8786,24613,3,19,3,2,2,3,3,1,0,20
1117,0,1,0,2,3,7,0,29,0,3,2,2,2,1414,44,5258,16679,1,14,3,2,3,1,1,0,1,15
1118,0,2,2,1,1,0,0,38,0,4,4,3,2,1180,77,4705,24640,1,15,3,2,2,1,1,1,1,3
1119,1,1,2,1,4,2,1,38,0,1,4,3,2,1083,30,3589,14240,8,11,3,2,3,4,2,0,1,23
1120,0,0,0,1,1,4,1,51,0,3,1,3,2,926,79,5497,26633,7,17,3,6,3,7,6,3,7,1
1121,0,0,2,0,5,1,0,36,0,4,3,3,1,1495,61,2777,9104,9,20,4,2,3,1,0,0,0,20
1122,1,2,1,2,1,7,1,57,1,3,4,2,4,124,75,13292,6703,4,11,3,2,3,4,2,2,0,16
1123,0,1,0,1,1,6,0,22,0,4,2,2,1,1329,32,2218,12221,1,11,3,2,3,1,1,0,1,22
1124,0,2,2,2,2,8,0,36,0,4,2,3,1,217,51,1404,2267,1,19,3,2,3,1,1,1,1,15
1125,1,1,1,1,3,6,1,34,0,2,3,3,1,1376,78,2318,15196,4,12,3,2,3,1,0,0,4,7
1126,1,2,2,1,3,5,0,50,0,3,2,3,4,1022,52,16666,2125,2,13,3,3,3,2,0,0,2,1
1127,1,1,2,2,3,8,0,30,0,1,3,3,1,1402,97,2414,15815,1,13,3,3,3,1,0,0,0,2
1128,1,2,2,2,1,7,0,26,0,3,4,2,2,1189,42,6718,11286,0,11,3,3,1,0,0,0,0,4
1129,1,2,0,2,3,7,0,45,0,3,1,3,3,657,70,10345,14511,2,12,3,2,2,2,2,2,2,7
1130,1,2,2,2,3,7,0,28,0,3,4,3,2,1163,94,8290,15034,1,13,3,2,3,0,0,0,0,23
1131,1,2,2,1,1,4,1,54,1,2,3,2,4,646,89,16742,14251,2,22,4,3,3,2,1,1,2,2
1132,0,2,2,1,1,2,0,40,0,2,3,3,2,676,39,5760,2653,4,11,3,4,2,4,2,1,4,2
1133,0,1,2,1,3,6,1,26,1,3,1,3,1,720,87,3974,13907,0,20,4,4,3,0,0,0,0,2
1134,0,2,0,2,3,8,0,26,1,4,4,1,1,438,39,2450,10021,1,12,3,3,3,1,1,0,1,1
1135,0,0,2,1,3,6,1,30,1,3,4,2,1,1335,87,2796,14557,0,17,3,2,2,0,0,0,0,5
1136,0,1,2,1,1,2,0,46,0,3,1,3,1,915,76,2792,26424,1,16,3,2,3,1,1,0,1,1
1137,1,2,2,2,3,8,0,28,0,1,3,3,1,419,92,3409,11881,0,12,3,6,4,0,0,0,0,1
1138,0,1,2,1,1,0,0,43,0,4,3,3,2,624,82,4539,17762,7,18,3,2,3,7,7,0,7,22
1139,0,2,2,1,1,4,0,33,1,4,4,3,3,580,51,4858,7158,2,11,3,2,4,2,1,1,2,18
1140,0,2,2,1,1,6,0,23,1,1,3,1,1,1275,66,2378,16110,1,18,3,3,3,1,0,0,1,3
1141,1,1,2,1,1,3,1,54,0,4,2,3,4,147,93,16616,25213,4,11,3,5,3,4,3,1,3,29
1142,0,2,2,2,1,8,0,25,0,3,1,2,1,485,51,2093,7332,1,24,4,3,4,1,0,0,0,2
1143,0,1,2,1,3,2,0,35,1,3,2,3,1,1034,33,2856,18355,1,14,3,2,3,1,1,1,1,26
1144,0,2,2,1,5,6,0,24,0,3,4,2,1,1450,95,9753,8937,1,13,3,4,3,1,1,0,1,3
1145,1,1,2,2,1,8,1,29,0,1,2,3,1,1433,97,8274,6784,6,16,3,3,3,4,2,0,2,3
1146,0,2,0,2,3,8,0,18,1,3,4,2,1,891,53,1854,7133,0,17,3,5,4,0,0,0,0,4
1147,0,0,2,1,1,4,0,35,0,4,3,3,2,483,54,4908,15824,0,17,3,2,3,0,0,0,0,7
1148,0,1,0,2,3,7,1,29,1,4,1,3,3,1388,98,7822,15915,1,12,3,2,3,1,1,1,1,5
1149,0,2,2,1,1,6,0,26,0,5,2,2,1,539,45,2223,9382,6,13,3,3,3,2,2,2,2,1
1150,0,2,0,2,1,3,0,50,0,3,3,4,5,457,52,13356,3080,8,11,3,2,3,8,8,8,8,1
1151,1,2,0,1,1,6,0,32,0,1,4,3,1,109,72,3679,25193,0,15,3,2,3,0,0,0,0,8
1152,0,2,2,1,0,2,0,30,0,3,3,1,1,323,46,1649,4051,1,12,3,2,3,1,0,0,0,2
1153,0,1,2,1,3,2,0,37,0,4,3,2,2,777,79,4472,12329,1,14,3,2,3,1,1,1,1,2
1154,0,2,2,1,5,4,1,40,0,4,4,2,3,107,45,5446,7729,7,13,3,6,2,7,7,7,7,2
1155,1,0,2,1,4,2,0,46,0,3,3,2,1,143,91,2546,26173,1,18,3,6,2,1,1,1,1,2
1156,1,1,2,1,3,2,1,53,0,3,3,4,2,433,30,4435,14451,3,11,3,2,3,3,3,0,2,6
1157,1,2,0,1,1,6,1,26,1,3,1,1,1,606,32,2986,26914,1,13,3,0,1,1,1,1,1,7
1158,1,0,2,1,3,0,0,48,0,2,4,3,3,111,78,10186,15938,4,11,3,2,3,4,4,1,2,9
1159,0,0,0,2,2,7,0,32,0,4,2,3,2,618,70,9798,15995,1,12,3,3,2,1,1,0,1,8
1160,1,0,0,1,1,0,0,31,0,2,3,2,2,433,68,4497,11046,4,13,3,3,3,1,0,0,0,4
1161,1,2,1,2,1,7,0,49,0,3,1,3,3,1025,45,19268,22512,3,15,3,2,3,3,2,0,2,1
1162,1,0,2,1,3,2,0,54,0,2,2,2,2,1378,92,5020,23817,8,13,3,2,3,3,3,1,2,9
1163,0,0,2,1,1,2,0,33,0,3,3,3,1,1322,41,1102,6211,1,18,3,2,3,1,1,0,1,1
1164,0,2,0,1,1,4,0,21,1,1,4,1,2,320,44,4326,20155,6,14,3,2,2,5,4,0,3,1
1165,0,1,0,1,3,6,0,38,0,2,1,3,2,1440,54,4454,12339,1,13,3,3,2,1,1,0,1,25
1166,0,2,2,1,4,6,0,45,1,4,4,2,2,1167,41,4775,16918,1,13,3,6,3,1,1,1,1,1
1167,1,2,1,1,3,4,0,36,0,3,4,3,2,1432,53,8258,23471,0,25,4,3,4,0,0,0,0,1
1168,0,1,2,2,2,7,0,50,0,4,4,3,2,514,78,6637,23254,4,12,3,2,3,2,2,0,2,2
1169,1,1,1,2,2,7,0,43,0,2,2,3,2,586,55,8200,15544,6,11,3,4,3,6,6,0,6,1
1170,1,2,0,1,1,2,0,30,0,5,3,3,3,463,58,2297,14470,1,11,3,2,3,1,1,1,1,18
1171,0,2,2,1,1,4,0,35,0,4,3,4,3,1384,97,7481,16774,0,13,3,3,3,0,0,0,0,1
1172,1,0,2,1,1,0,0,42,0,1,1,1,2,1075,98,3807,20436,1,14,3,2,2,1,1,1,1,5
1173,0,2,2,1,3,2,1,28,0,2,2,2,1,1467,35,2377,12670,1,16,3,2,3,1,1,0,1,21
1174,0,1,2,1,4,5,1,55,0,4,3,3,5,602,30,19499,2137,9,25,4,2,4,9,9,9,9,1
